sample,parent_id,parent_total_units,n_components,included_ab,composition_eligible,lot_area_sqft,residential_far,built_far
historical,historical__210180971,35,1,TRUE,TRUE,1988,6.02,1.12
historical,historical__210181051,22,1,TRUE,TRUE,2500,6.02,1.32
historical,historical__210181060,155,1,TRUE,TRUE,3650,6.02,1.1
historical,historical__210181079,205,1,TRUE,TRUE,12613,1.25,0
historical,historical__210181131,51,1,TRUE,TRUE,4073,3.44,0.62
historical,historical__210181202,200,1,TRUE,TRUE,24700,6.02,1.6
historical,historical__210181248,66,1,TRUE,TRUE,10000,3,1
historical,historical__210181337,154,1,TRUE,TRUE,12776,6.02,0
historical,historical__210181364,27,1,TRUE,TRUE,6000,4.2,0
historical,historical__210181373,150,1,TRUE,TRUE,13950,2.43,1
historical,historical__210181382,117,1,TRUE,TRUE,679000,2.43,1.5
historical,historical__210181444,12,1,TRUE,TRUE,2500,3.44,0.55
historical,historical__210181462,24,1,TRUE,TRUE,2535,3.44,0.68
historical,historical__210181541,13,1,TRUE,TRUE,2620,3.4399999999999995,0
historical,historical__210181569,43,1,TRUE,TRUE,2863,4,0.47
historical,historical__210181603,33,1,TRUE,TRUE,5664,3.44,0
historical,historical__210181738,25,1,TRUE,TRUE,5000,3.44,0.65
historical,historical__210181747,102,1,TRUE,TRUE,17775,6.02,0.20534458509142053
historical,historical__210181854,25,1,TRUE,TRUE,4318,3.44,0.32
historical,historical__210181925,74,1,TRUE,TRUE,2001,3.44,0.68
historical,historical__210181952,15,1,TRUE,TRUE,2579,3.44,0
historical,historical__210181989,21,1,TRUE,TRUE,2450,6.02,1.32
historical,historical__210182041,154,1,TRUE,TRUE,2003,3.44,0
historical,historical__210182069,710,1,TRUE,TRUE,120272,3.44,0.2648164161234535
historical,historical__210182096,45,1,TRUE,TRUE,5000,3.44,0.46
historical,historical__210182112,55,1,TRUE,TRUE,3125,6.02,1.09
historical,historical__210182121,16,1,TRUE,TRUE,3156,3.44,0
historical,historical__210182158,135,1,FALSE,TRUE,100981,3.44,0
historical,historical__210182194,46,1,TRUE,TRUE,2280,6.02,1.11
historical,historical__210182256,224,1,FALSE,TRUE,100981,3.44,0
historical,historical__210182283,61,1,TRUE,TRUE,4750,6.02,0
historical,historical__210182309,105,1,FALSE,TRUE,12589,3.4399999999999995,0
historical,historical__210182327,33,1,TRUE,TRUE,6498,3.44,0.32
historical,historical__210182336,13,1,TRUE,TRUE,2710,3.44,0
historical,historical__210182354,39,1,TRUE,TRUE,3250,3.44,0
historical,historical__210182372,182,1,TRUE,TRUE,45090,4,0.12000000000000001
historical,historical__210182390,49,1,TRUE,TRUE,2875,3.44,0.61
historical,historical__210182407,52,1,TRUE,TRUE,6340,6.02,1.6100000000000003
historical,historical__210182443,40,1,TRUE,TRUE,5000,2.43,0
historical,historical__210182461,10,1,TRUE,TRUE,6200,3.44,0.46
historical,historical__210182470,10,1,TRUE,TRUE,6200,3.44,0.46
historical,historical__210182498,16,1,TRUE,TRUE,6200,3.44,0.46
historical,historical__210182513,38,1,TRUE,TRUE,7470,3.44,0
historical,historical__220212543,73,1,TRUE,TRUE,1485,6.02,0.87
historical,historical__220212589,44,1,TRUE,TRUE,2854,3.44,0
historical,historical__220212641,8,1,FALSE,TRUE,2589,2.43,0
historical,historical__220212650,8,1,FALSE,TRUE,2500,2.43,0
historical,historical__220212678,8,1,FALSE,TRUE,2875,2.43,0
historical,historical__220212703,8,1,FALSE,TRUE,3111,3.44,0
historical,historical__220212712,8,1,FALSE,TRUE,2500,3.44,0
historical,historical__220212767,8,1,FALSE,TRUE,1886,2.43,0
historical,historical__220212918,251,1,TRUE,TRUE,22381,4.2,0
historical,historical__220517698,82,1,TRUE,TRUE,18008,2.43,0
historical,historical__220606084,8,1,TRUE,TRUE,3184,1.25,0
historical,historical__220632411,23,1,TRUE,TRUE,2270,3.44,1.32
historical,historical__220636523,33,1,TRUE,TRUE,3312,3.4400000000000004,0
historical,historical__220638237,27,1,TRUE,TRUE,5380,3.44,0.81
historical,historical__220656243,10,1,TRUE,TRUE,3750,3,0.58
historical,historical__220656261,26,1,TRUE,TRUE,2500,3.44,0.63
historical,historical__220671075,165,1,TRUE,TRUE,16865,5,1.12
historical,historical__220672644,22,1,TRUE,TRUE,5000,3,0
historical,historical__220678835,43,1,TRUE,TRUE,2500,6.02,0.93
historical,historical__220685373,10,1,TRUE,TRUE,2075,3.44,0
historical,historical__220685453,43,1,TRUE,TRUE,2500,6.02,0.68
historical,historical__220688511,15,1,TRUE,TRUE,4982,2.43,0.16
historical,historical__220688539,33,1,TRUE,TRUE,3080,6.02,0.8899999999999999
historical,historical__220689048,54,1,TRUE,TRUE,4963,3.4400000000000004,0.38
historical,historical__220689431,30,1,TRUE,TRUE,3125,3,1.08
historical,historical__220689459,10,1,TRUE,TRUE,2735,2.43,0.56
historical,historical__220689529,10,1,TRUE,TRUE,2500,3,0.42
historical,historical__220689921,215,1,TRUE,TRUE,31900,6.02,0.29
historical,historical__220691393,10,1,TRUE,TRUE,5250,3,0.34
historical,historical__220691400,10,1,TRUE,TRUE,5250,3,0.34
historical,historical__220693514,8,1,TRUE,TRUE,2320,3,0.62
historical,historical__220693952,45,1,TRUE,TRUE,4500,3.44,1
historical,historical__220693961,53,1,TRUE,TRUE,5000,2.43,0
historical,historical__220694586,30,1,TRUE,TRUE,2000,3.44,0
historical,historical__220694602,66,1,TRUE,TRUE,5544,4,0.73
historical,historical__220694611,15,1,TRUE,TRUE,4735,2.43,0
historical,historical__220694700,59,1,TRUE,TRUE,15040,2.43,0.72
historical,historical__220694719,57,1,TRUE,TRUE,11300,3.44,0
historical,historical__220696174,31,1,TRUE,TRUE,4254,3.44,0.76
historical,historical__220696432,66,1,TRUE,TRUE,1600,6.02,0.64
historical,historical__220696628,8,1,TRUE,TRUE,2500,2.43,0.55
historical,historical__220696717,64,1,TRUE,TRUE,14863,2.43,0
historical,historical__220696851,301,2,TRUE,TRUE,24027,6.019999999999999,0.33523452782286595
historical,historical__220698555,35,1,TRUE,TRUE,7299,5,0.51
historical,historical__220699705,48,1,TRUE,TRUE,1764,3.44,0
historical,historical__220700873,562,1,TRUE,TRUE,203910,2.43,0
historical,historical__220704744,105,1,TRUE,TRUE,3750,3.44,0
historical,historical__220704753,72,1,TRUE,TRUE,9742,3.4399999999999995,0
historical,historical__220705887,11,1,TRUE,TRUE,7125,1.25,0.46
historical,historical__220706118,20,1,TRUE,TRUE,7500,2,0.25
historical,historical__220706369,50,1,TRUE,TRUE,10300,2.43,0
historical,historical__220706779,8,1,TRUE,TRUE,2485,2.43,0.64
historical,historical__220706840,16,1,TRUE,TRUE,6625,2.43,0.42
historical,historical__220707867,10,1,TRUE,TRUE,2375,3.44,0.97
historical,historical__220707885,13,1,TRUE,TRUE,2652,3.4399999999999995,0.34
historical,historical__220707929,124,1,TRUE,TRUE,21078,4,0.98
historical,historical__220708241,56,1,TRUE,TRUE,5156,3.44,0.68
historical,historical__220708321,21,1,TRUE,TRUE,4372,3.44,0.42
historical,historical__220708401,88,1,TRUE,TRUE,2276,4,0
historical,historical__220708410,10,1,TRUE,TRUE,1800,2.43,0
historical,historical__220708651,12,1,TRUE,TRUE,3125,3.44,0.54
historical,historical__220708688,17,1,TRUE,TRUE,3165,3.44,0.63
historical,historical__220708848,53,1,TRUE,TRUE,9723,5,0.67
historical,historical__220708857,16,1,TRUE,TRUE,6000,1.25,0.68
historical,historical__220709491,17,1,TRUE,TRUE,3000,3.44,0.66
historical,historical__220709785,34,1,TRUE,TRUE,4142,3.44,0.82
historical,historical__220711264,9,1,TRUE,TRUE,7500,0.9,0.25
historical,historical__220711941,19,1,TRUE,TRUE,2190,6.02,1.24
historical,historical__220712058,20,1,TRUE,TRUE,4950,3,0.4
historical,historical__220712272,27,1,TRUE,TRUE,6150,2.43,0.79
historical,historical__220712735,8,1,TRUE,TRUE,2556,2.43,0
historical,historical__220712762,9,1,TRUE,TRUE,3000,2,0.66
historical,historical__220712780,10,1,TRUE,TRUE,2926,3,0.61
historical,historical__220712888,32,1,TRUE,TRUE,5171,2.43,0.4600000000000001
historical,historical__220714494,38,1,TRUE,TRUE,2500,3.44,0.67
historical,historical__220715304,22,1,TRUE,TRUE,5214,2.43,0.55
historical,historical__220715313,21,1,TRUE,TRUE,3600,3.44,0.87
historical,historical__220716125,13,1,TRUE,TRUE,4025,2.43,0.29
historical,historical__220716376,11,1,TRUE,TRUE,8677,0.75,0
historical,historical__220716937,16,2,TRUE,TRUE,3120,2.43,0.94
historical,historical__220716964,113,1,TRUE,TRUE,5517,2.43,0
historical,historical__220717598,10,1,TRUE,TRUE,3750,2.43,0
historical,historical__220717927,18,1,TRUE,TRUE,1898,3.44,1.01
historical,historical__220718016,18,2,TRUE,TRUE,4642,3,0
historical,historical__220718043,11,1,TRUE,TRUE,2500,3.44,0
historical,historical__220718052,10,1,TRUE,TRUE,2340,3.44,0
historical,historical__220719177,19,1,TRUE,TRUE,3750,4,0
historical,historical__220720049,21,1,TRUE,TRUE,2500,6.02,1.48
historical,historical__220720655,12,1,TRUE,TRUE,2500,3.44,0.53
historical,historical__220721404,12,1,TRUE,TRUE,3825,3.44,0
historical,historical__220721413,10,1,TRUE,TRUE,3825,3.44,0
historical,historical__220721841,16,2,TRUE,TRUE,5000,2.43,0.37
historical,historical__220722813,33,1,TRUE,TRUE,6675,3.44,0.45
historical,historical__220722822,26,1,TRUE,TRUE,5400,2.43,0.2
historical,historical__220723732,55,1,TRUE,TRUE,12500,3,0
historical,historical__220723741,52,1,TRUE,TRUE,10709,3.44,0.83
historical,historical__220723750,22,1,TRUE,TRUE,2500,3,0
historical,historical__220725721,10,1,TRUE,TRUE,4400,2.43,0.27
historical,historical__220725730,10,1,TRUE,TRUE,4400,2.43,0.27
historical,historical__220726230,16,1,TRUE,TRUE,5997,2,0.24
historical,historical__220727113,23,1,TRUE,TRUE,5407,3.4399999999999995,0
historical,historical__220727462,131,1,TRUE,TRUE,11747,6.019999999999999,0
historical,historical__220728096,54,1,TRUE,TRUE,9500,3.44,0.05
historical,historical__220729086,10,1,TRUE,TRUE,2500,3.44,0.7
historical,historical__220730582,10,1,TRUE,TRUE,2500,3,0
historical,historical__220731420,8,1,TRUE,TRUE,2500,3.44,0
historical,historical__220731581,13,1,TRUE,TRUE,2861,3.44,0.41
historical,historical__220731607,18,1,TRUE,TRUE,2035,3.44,0.86
historical,historical__220731625,15,1,TRUE,TRUE,3194,3.4400000000000004,0.48
historical,historical__220732580,28,1,TRUE,TRUE,5610,3.4400000000000004,0.43000000000000005
historical,historical__220732777,10,1,TRUE,TRUE,5722,0.75,0.19
historical,historical__220732946,65,1,TRUE,TRUE,35525,2.43,1.86
historical,historical__220733384,24,1,TRUE,TRUE,4327,3.44,0.95
historical,historical__240274528,76,2,TRUE,TRUE,9069,3.44,0.28891608777152944
historical,historical__240275796,90,1,TRUE,TRUE,5000,2.43,0
historical,historical__240276107,11,1,TRUE,TRUE,2500,3.44,0
historical,historical__240276900,35,1,TRUE,TRUE,3503,3.44,0
historical,historical__240278828,73,1,TRUE,TRUE,5074,3,1.26
historical,historical__240280753,16,1,TRUE,TRUE,3062,2,0
historical,historical__240281173,14,2,TRUE,TRUE,4750,2,0.44
historical,historical__240284553,50,1,TRUE,TRUE,12557,2.43,0.08
historical,historical__240285865,56,1,TRUE,TRUE,7500,2.43,0.28
historical,historical__240286800,25,1,TRUE,TRUE,2500,3.44,1.13
historical,historical__240286837,12,1,TRUE,TRUE,2500,3.44,0
historical,historical__240288416,6,1,TRUE,TRUE,5000,0.75,0.3
historical,historical__240288755,111,1,TRUE,TRUE,2690,6.02,0.84
historical,historical__240289923,17,1,TRUE,TRUE,3556,3.44,0
historical,historical__240289941,46,1,TRUE,TRUE,2976,3.4400000000000004,0.46
historical,historical__240291215,18,1,TRUE,TRUE,3800,3.44,0
historical,historical__240292349,22,1,TRUE,TRUE,4583,2.43,0.65
historical,historical__240292367,10,1,TRUE,TRUE,5092,3,0.11
historical,historical__240292795,44,1,TRUE,TRUE,3685,3,0.39
historical,historical__240293339,59,1,TRUE,TRUE,5000,2.43,0.59
historical,historical__240294597,10,1,TRUE,TRUE,3894,3.44,0.48
historical,historical__240294604,10,1,TRUE,TRUE,3894,3.44,0.48
historical,historical__240294686,51,1,TRUE,TRUE,5863,6.019999999999999,0
historical,historical__240294944,32,1,TRUE,TRUE,2373,2,0
historical,historical__240296390,7,1,TRUE,TRUE,1989,2.43,0.69
historical,historical__240296657,110,1,TRUE,TRUE,10350,7.52,0.89
historical,historical__240297219,44,1,TRUE,TRUE,2479,6.02,2.45
historical,historical__240297558,25,1,TRUE,TRUE,5000,3.44,0.69
historical,historical__240298968,70,1,TRUE,TRUE,8708,4.2,0.17
historical,historical__240299084,33,1,TRUE,TRUE,2500,2.43,0
historical,historical__240299128,30,1,TRUE,TRUE,6750,3,0.55
historical,historical__240299137,10,1,TRUE,TRUE,4515,2.43,0.8
historical,historical__240299146,10,1,TRUE,TRUE,4515,2.43,0.8
historical,historical__240299155,8,1,TRUE,TRUE,5287,2.43,0.47
historical,historical__240299226,6,1,TRUE,TRUE,5000,2.43,0.56
historical,historical__240300535,36,1,TRUE,TRUE,7125,3.44,0.45
historical,historical__240301017,61,1,TRUE,TRUE,5945,3.44,0.4
historical,historical__240301099,38,1,TRUE,TRUE,2925,3.44,0.57
historical,historical__240301286,13,1,TRUE,TRUE,2525,3.44,0.89
historical,historical__240301552,88,1,TRUE,TRUE,3495,6.02,0.7
historical,historical__240301721,67,1,TRUE,TRUE,2536,6.02,0.8
historical,historical__240301794,64,1,TRUE,TRUE,5000,6.02,0
historical,historical__321069197,42,1,TRUE,TRUE,4225,3.44,1.04
historical,historical__321069721,21,1,TRUE,TRUE,2548,2,0.66
historical,historical__321091377,15,1,TRUE,TRUE,930,2.43,1
historical,historical__321385602,40,1,FALSE,TRUE,2000,3,2.25
historical,historical__321385611,68,1,TRUE,TRUE,1043,6,0
historical,historical__321385700,171,1,FALSE,TRUE,146900,2.43,0.53
historical,historical__321385728,21,1,TRUE,TRUE,4715,2.43,0.55
historical,historical__321385737,8,1,TRUE,TRUE,4000,2.43,0.36
historical,historical__321385844,53,1,TRUE,TRUE,7046,2,0.19
historical,historical__321385862,94,1,TRUE,TRUE,1833,3,0
historical,historical__321385880,50,1,TRUE,TRUE,985,4,0
historical,historical__321385933,19,1,TRUE,TRUE,3300,3,0.3
historical,historical__321386059,316,2,TRUE,TRUE,39700,3.3350125944584383,0
historical,historical__321386077,52,1,TRUE,TRUE,7500,2.43,0
historical,historical__321386095,27,1,TRUE,TRUE,13058,2,0.7100000000000001
historical,historical__321386111,8,1,TRUE,TRUE,13058,2,0.7100000000000001
historical,historical__321386175,100,1,FALSE,TRUE,2000,6,1.32
historical,historical__321386200,10,1,TRUE,TRUE,2500,3,0.6
historical,historical__321386264,13,1,TRUE,TRUE,4000,2.43,0.48
historical,historical__321386273,8,1,FALSE,TRUE,2400,2.43,1
historical,historical__321386326,10,1,FALSE,TRUE,4220,2,0.66
historical,historical__321386344,12,1,FALSE,TRUE,3750,1.25,0
historical,historical__321386380,14,1,TRUE,TRUE,2500,4,1.01
historical,historical__321386567,44,1,TRUE,TRUE,10000,3,1
historical,historical__321386585,7,1,TRUE,TRUE,3500,2.43,0.73
historical,historical__321386932,29,1,TRUE,TRUE,9750,2.43,0
historical,historical__321386950,43,1,TRUE,TRUE,22500,2,0.78
historical,historical__321387012,8,1,TRUE,TRUE,2500,3,1.05
historical,historical__321387021,745,3,TRUE,TRUE,106018,6.02,0
historical,historical__321387030,8,1,TRUE,TRUE,2500,2.43,0.75
historical,historical__321387067,33,1,TRUE,TRUE,2500,3,1.56
historical,historical__321387094,6,1,TRUE,TRUE,2500,2,0.91
historical,historical__321387138,6,1,FALSE,TRUE,2500,2,0
historical,historical__321387156,6,1,TRUE,TRUE,2600,2,0.76
historical,historical__321387263,139,1,TRUE,TRUE,25790,0,0.85
historical,historical__321387281,18,1,TRUE,TRUE,1800,2.43,1.56
historical,historical__321387290,136,1,TRUE,TRUE,22300,2.43,0.54
historical,historical__321387352,121,1,TRUE,TRUE,10000,10,4.6
historical,historical__321387361,21,1,TRUE,TRUE,2500,3,0.8
historical,historical__321387450,236,1,TRUE,TRUE,1550,4.2,1.37
historical,historical__321387478,264,1,TRUE,TRUE,10520,4,0.28
historical,historical__321387539,26,1,TRUE,TRUE,8059,2.43,0.19
historical,historical__321387575,70,1,TRUE,TRUE,12500,2.43,0.79
historical,historical__321387619,71,1,FALSE,TRUE,10000,2.43,0
historical,historical__321387913,52,1,TRUE,TRUE,3057,6,0
historical,historical__321457712,13,1,TRUE,TRUE,4000,2.43,0.45
historical,historical__321512412,6,1,TRUE,TRUE,1903,2.43,1.2
historical,historical__321570769,81,1,TRUE,TRUE,2500,2.43,0
historical,historical__321588082,9,1,TRUE,TRUE,2955,2.43,0.91
historical,historical__321588091,25,1,TRUE,TRUE,2500,2.43,1
historical,historical__321588171,9,1,TRUE,TRUE,4100,2.43,0.4
historical,historical__321588180,8,1,TRUE,TRUE,2500,2.43,0.36
historical,historical__321588199,10,1,TRUE,TRUE,3500,2.43,0
historical,historical__321588215,9,1,TRUE,TRUE,4000,2.43,0.65
historical,historical__321588224,9,1,TRUE,TRUE,4015,2.43,0.73
historical,historical__321588233,9,1,TRUE,TRUE,4015,2.43,0.73
historical,historical__321588297,9,1,TRUE,TRUE,4000,2.43,0.65
historical,historical__321588377,8,1,FALSE,TRUE,2500,2.43,0.38
historical,historical__321588402,8,1,FALSE,TRUE,1500,2,1
historical,historical__321588554,10,1,TRUE,TRUE,2500,4,1.95
historical,historical__321588563,9,1,TRUE,TRUE,4000,2.43,0.48
historical,historical__321588572,9,1,TRUE,TRUE,4000,2.43,0.48
historical,historical__321588590,8,1,TRUE,TRUE,2500,2.43,0
historical,historical__321588643,39,1,FALSE,TRUE,1500,2.43,0
historical,historical__321588670,7,1,FALSE,TRUE,2500,2,0.52
historical,historical__321588705,120,1,TRUE,TRUE,1500,4.2,1
historical,historical__321588714,50,1,TRUE,TRUE,10000,3.44,0.35
