sample,root_job_id,parent_id,date_filed,constituent_units
historical,X00598750,historical__X00598750,2021-10-08,25
historical,X00599800,historical__X00599800,2021-09-28,92
historical,X00599806,historical__X00599806,2021-10-11,44
historical,X00602987,historical__X00602987,2021-11-08,483
historical,X00610084,historical__X00610084,2021-10-20,25
historical,X00610421,historical__X00610421,2021-10-19,36
historical,X00611146,historical__X00611146,2021-10-15,37
historical,X00619685,historical__X00619685,2021-10-27,9
historical,X00619862,historical__X00619862,2021-11-09,218
historical,X00622829,historical__X00622829,2021-11-04,51
historical,X00625848,historical__X00625848,2021-11-10,33
historical,X00627045,historical__X00627045,2021-11-16,236
historical,X00628306,historical__X00628306,2021-11-19,78
historical,X00633905,historical__X00633905,2021-12-01,115
historical,X00634103,historical__X00634103,2022-04-05,90
historical,X00634339,historical__X00634339,2021-12-08,128
historical,X00636463,historical__X00636463,2021-12-06,54
historical,X00640159,historical__X00640159,2021-12-10,90
historical,X00640655,historical__X00640655,2021-12-16,10
historical,X00640964,historical__X00640964,2022-01-10,84
historical,X00643054,historical__X00643054,2021-12-14,81
historical,X00643715,historical__X00643715,2021-12-22,448
historical,X00643959,historical__X00643959,2021-12-14,177
historical,X00648530,historical__X00648530,2022-01-13,452
historical,X00649440,historical__X00649440,2022-01-26,69
historical,X00652159,historical__X00652159,2022-02-03,55
historical,X00653463,historical__X00653463,2022-01-04,12
historical,X00654441,historical__X00654441,2022-01-07,29
historical,X00655372,historical__X00655372,2022-02-22,28
historical,X00655494,historical__X00655494,2021-12-31,41
historical,X00655703,historical__X00655703,2021-12-31,38
historical,X00655827,historical__X00655827,2022-02-08,14
historical,X00657730,historical__X00657730,2022-01-19,89
historical,X00660666,historical__X00660666,2022-01-21,21
historical,X00660806,historical__X00660806,2022-01-31,37
historical,X00663647,historical__X00663647,2022-01-20,10
historical,X00664644,historical__X00664644,2022-02-22,44
historical,X00665113,historical__X00665113,2022-02-07,15
historical,X00666215,historical__X00666215,2022-01-30,50
historical,X00668558,historical__X00668558,2022-01-28,29
historical,X00670154,historical__X00670154,2022-02-08,31
historical,X00670404,historical__X00670404,2022-02-15,34
historical,X00672165,historical__X00672165,2022-02-17,31
historical,X00672299,historical__X00672299,2022-04-11,18
historical,X00672809,historical__X00672809,2022-02-06,12
historical,X00675318,historical__X00675318,2022-02-07,14
historical,X00676863,historical__X00676863,2022-02-21,40
historical,X00676895,historical__X00676895,2022-03-16,18
historical,X00678791,historical__X00678791,2022-02-14,55
historical,X00678814,historical__X00678814,2022-02-17,53
historical,X00679065,historical__X00679065,2022-02-17,33
historical,X00679142,historical__X00679142,2022-02-16,21
historical,X00679772,historical__X00679772,2022-02-22,54
historical,X00681066,historical__X00681066,2022-02-22,37
historical,X00682437,historical__X00682437,2022-02-23,104
historical,X00683302,historical__X00683302,2022-04-13,15
historical,X00683304,historical__X00683304,2022-05-25,20
historical,X00683317,historical__X00683317,2022-03-31,13
historical,X00683341,historical__X00683341,2022-06-10,23
historical,X00684422,historical__X00684422,2022-03-18,21
historical,X00684439,historical__X00684439,2022-03-15,22
historical,X00684456,historical__X00684456,2022-03-15,21
historical,X00685476,historical__X00685476,2022-03-22,28
historical,X00685698,historical__X00685698,2022-03-07,99
historical,X00685796,historical__X00685796,2022-02-24,7
historical,X00687107,historical__X00687107,2022-03-07,42
historical,X00687136,historical__X00687136,2022-02-28,39
historical,X00687592,historical__X00687592,2022-03-03,19
historical,X00687757,historical__X00687757,2022-03-03,59
historical,X00687838,historical__X00687838,2022-06-02,29
historical,X00688341,historical__X00688341,2022-03-14,46
historical,X00691380,historical__X00691380,2022-04-07,30
historical,X00692593,historical__X00692593,2022-04-20,83
historical,X00693416,historical__X00693416,2022-03-15,68
historical,X00693446,historical__X00693446,2022-03-10,79
historical,X00694049,historical__X00694049,2022-03-14,90
historical,X00694314,historical__X00694314,2022-03-10,24
historical,X00695344,historical__X00695344,2022-03-23,126
historical,X00695405,historical__X00695405,2022-03-13,71
historical,X00696576,historical__X00696576,2022-03-22,100
historical,X00697895,historical__X00697895,2022-03-18,11
historical,X00699014,historical__X00699014,2022-03-23,29
historical,X00699418,historical__X00699418,2022-03-16,28
historical,X00699553,historical__X00699553,2022-06-06,7
historical,X00700005,historical__X00700005,2022-03-22,45
historical,X00701794,historical__X00701794,2022-03-25,9
historical,X00702219,historical__X00702219,2022-04-28,34
historical,X00702424,historical__X00702424,2022-04-15,19
historical,X00702588,historical__X00702588,2022-05-17,79
historical,X00705496,historical__X00705496,2022-04-14,111
historical,X00705832,historical__X00705832,2022-04-11,30
historical,X00706011,historical__X00706011,2022-04-19,16
historical,X00706075,historical__X00706075,2022-03-29,52
historical,X00706485,historical__X00706485,2022-04-04,44
historical,X00707697,historical__X00707697,2022-03-30,93
historical,X00708456,historical__X00708456,2022-04-27,10
historical,X00709422,historical__X00709422,2022-04-08,127
historical,X00710266,historical__X00710266,2022-04-06,59
historical,X00710727,historical__X00710727,2022-04-11,26
historical,X00713265,historical__X00713265,2022-04-12,23
historical,X00714431,historical__X00714431,2022-04-08,46
historical,X00716620,historical__X00716620,2022-06-22,87
historical,X00716700,historical__X00716700,2022-04-12,25
historical,X00717934,historical__X00717934,2022-04-18,16
historical,X00718144,historical__X00718144,2022-04-14,81
historical,X00718298,historical__X00718298,2022-05-03,13
historical,X00718663,historical__X00718663,2022-04-15,153
historical,X00719256,historical__X00719256,2022-04-19,16
historical,X00719684,historical__X00719684,2022-04-15,51
historical,X00721483,historical__X00721483,2022-04-25,13
historical,X00724876,historical__X00724876,2022-05-23,34
historical,X00727101,historical__X00727101,2022-06-10,79
historical,X00728896,historical__X00728896,2022-05-09,32
historical,X00729880,historical__X00729880,2022-05-04,247
historical,X00735128,historical__X00735128,2022-05-16,110
historical,X00737153,historical__X00737153,2022-05-17,9
historical,X00738444,historical__X00738444,2022-05-22,24
historical,X00740738,historical__X00740738,2022-11-11,27
historical,X00740778,historical__X00740778,2022-11-07,23
historical,X00741218,historical__X00741218,2022-06-10,53
historical,X00742070,historical__X00742070,2022-06-07,13
historical,X00742662,historical__X00742662,2022-05-22,44
historical,X00746722,historical__X00746722,2022-09-12,8
historical,X00746868,historical__X00746868,2022-05-31,42
historical,X00747209,historical__X00747209,2022-09-01,34
historical,X00749893,historical__X00749893,2022-06-02,35
historical,X00750809,historical__X00750809,2022-08-30,75
historical,X00750814,historical__X00750814,2022-09-12,8
historical,X00750821,historical__X00750821,2022-09-12,8
historical,X00750827,historical__X00750827,2022-09-12,8
historical,X00750833,historical__X00750833,2022-09-12,8
historical,X00750879,historical__X00750879,2022-06-09,14
historical,X00750893,historical__X00750893,2022-06-08,25
historical,X00750924,historical__X00750924,2022-10-10,6
historical,X00752623,historical__X00752623,2022-06-07,39
historical,X00752919,historical__X00752919,2022-06-08,24
historical,X00754507,historical__X00754507,2022-06-09,13
historical,X00754631,historical__X00754631,2022-06-13,23
historical,X00755013,historical__X00755013,2022-11-17,20
historical,X00756398,historical__X00756398,2022-06-15,24
historical,X00757318,historical__X00757318,2022-07-21,340
historical,X00787559,historical__X00787559,2022-08-22,115
historical,X00791429,historical__X00791429,2022-09-20,109
historical,X00795439,historical__X00795439,2022-11-07,14
historical,X07995097,historical__X07995097,2022-09-13,12
historical,X08006238,historical__X08006238,2022-10-27,70
historical,X08006985,historical__X08006985,2022-10-24,279
historical,X08007884,historical__X08007884,2022-12-21,14
historical,X08011125,historical__X08011125,2022-10-07,50
historical,X08011205,historical__X08011205,2022-11-04,97
historical,X08021316,historical__X08021316,2022-11-17,32
historical,X08028318,historical__X08028318,2022-11-04,42
historical,X08028724,historical__X08028724,2022-10-31,195
historical,X08029467,historical__X08029467,2022-11-04,16
historical,X08029584,historical__X08029584,2022-11-04,21
historical,X08031915,historical__X08031915,2022-11-02,7
historical,X08039141,historical__X08039141,2022-12-26,18
historical,X08043433,historical__X08043433,2022-12-15,136
historical,X08045113,historical__X08045113,2022-11-30,55
historical,X08055447,historical__X08055447,2022-12-23,31
historical,X08055450,historical__X08055450,2022-12-23,9
post_policy,B00739735,post_policy__B00738795-I1,2025-03-06,526
post_policy,B00739760,post_policy__B00738795-I1,2025-03-06,287
post_policy,B00738795,post_policy__B00738795-I1,2025-03-06,210
post_policy,B01019417,post_policy__B01019417-I1,2025-01-14,521
post_policy,B01151476,post_policy__B01151476-I1,2025-03-27,55
post_policy,B01151652,post_policy__B01151652-I1,2025-01-22,6
post_policy,B01156961,post_policy__B01156961-I1,2025-01-13,16
post_policy,B01161645,post_policy__B01161645-I1,2025-01-23,8
post_policy,B01164069,post_policy__B01164069-I1,2025-01-09,12
post_policy,B01166584,post_policy__B01166584-I1,2025-01-22,33
post_policy,B01166776,post_policy__B01166776-I1,2025-02-04,86
post_policy,B01167646,post_policy__B01167646-I1,2025-02-04,69
post_policy,B01167721,post_policy__B01167721-I1,2025-01-27,21
post_policy,B01169429,post_policy__B01169429-I1,2025-06-12,80
post_policy,B01170044,post_policy__B01170044-I1,2025-03-13,21
post_policy,B01170890,post_policy__B01170890-I1,2025-02-10,75
post_policy,B01172199,post_policy__B01172199-I1,2025-02-19,99
post_policy,B01178945,post_policy__B01172199-I1,2025-02-24,99
post_policy,B01186301,post_policy__B01172199-I1,2025-02-26,99
post_policy,B01186327,post_policy__B01172199-I1,2025-02-26,70
post_policy,B01173539,post_policy__B01173539-I1,2025-04-17,283
post_policy,B01174267,post_policy__B01174267-I1,2025-01-31,56
post_policy,B01276709,post_policy__B01174451-I1,2025-02-07,15
post_policy,B01176410,post_policy__B01176410-I1,2025-02-11,17
post_policy,B01176445,post_policy__B01176445-I1,2025-02-11,15
post_policy,B01176982,post_policy__B01176928-I1,2025-04-03,142
post_policy,B01176928,post_policy__B01176928-I1,2025-04-03,131
post_policy,B01179777,post_policy__B01179777-I1,2025-02-19,8
post_policy,B01181306,post_policy__B01181306-I1,2025-03-24,7
post_policy,B01182303,post_policy__B01182303-I1,2025-02-19,20
post_policy,B01182731,post_policy__B01182731-I1,2025-02-19,7
post_policy,B01184928,post_policy__B01184928-I1,2025-04-25,49
post_policy,B01186213,post_policy__B01186213-I1,2025-03-06,7
post_policy,B01188539,post_policy__B01188539-I1,2025-03-18,6
post_policy,B01189471,post_policy__B01189471-I1,2025-03-20,6
post_policy,B01189780,post_policy__B01189780-I1,2025-03-10,24
post_policy,B01190376,post_policy__B01190376-I1,2025-03-07,46
post_policy,B01190465,post_policy__B01190465-I1,2025-03-06,8
post_policy,B01192946,post_policy__B01192946-I1,2025-06-27,53
post_policy,B01193522,post_policy__B01193522-I1,2025-03-12,10
post_policy,B01193893,post_policy__B01193893-I1,2025-04-14,21
post_policy,B01193931,post_policy__B01193931-I1,2025-04-08,14
post_policy,B01194358,post_policy__B01194358-I1,2025-04-09,12
post_policy,B01196136,post_policy__B01196136-I1,2026-04-17,28
post_policy,B01196476,post_policy__B01196476-I1,2025-03-20,213
post_policy,B01197124,post_policy__B01197124-I1,2025-03-26,17
post_policy,B01197262,post_policy__B01197262-I1,2025-04-15,6
post_policy,B01199018,post_policy__B01199018-I1,2025-04-04,10
post_policy,B01201310,post_policy__B01201310-I1,2025-04-02,8
post_policy,B01201594,post_policy__B01201594-I1,2025-04-02,30
post_policy,B01201815,post_policy__B01201815-I1,2025-04-22,47
post_policy,B01201936,post_policy__B01201936-I1,2025-04-07,11
post_policy,B01202234,post_policy__B01202234-I1,2025-05-20,18
post_policy,B01202361,post_policy__B01202361-I1,2025-04-23,14
post_policy,B01223202,post_policy__B01202361-I1,2025-05-13,14
post_policy,B01202447,post_policy__B01202447-I1,2025-05-22,19
post_policy,B01203257,post_policy__B01203257-I1,2025-04-04,7
post_policy,B01203284,post_policy__B01203284-I1,2025-06-25,79
post_policy,B01203713,post_policy__B01203713-I1,2026-01-27,29
post_policy,B01204032,post_policy__B01204032-I1,2025-04-04,59
post_policy,B01204725,post_policy__B01204725-I1,2025-04-04,21
post_policy,B01205619,post_policy__B01205619-I1,2025-04-10,21
post_policy,B01205999,post_policy__B01205999-I1,2025-04-04,23
post_policy,B01206874,post_policy__B01206874-I1,2025-04-08,99
post_policy,B01207321,post_policy__B01207321-I1,2025-04-10,16
post_policy,B01207648,post_policy__B01207648-I1,2025-04-15,8
post_policy,B01208799,post_policy__B01208799-I1,2025-04-10,99
post_policy,B01209048,post_policy__B01209048-I1,2025-04-10,26
post_policy,B01209356,post_policy__B01209356-I1,2025-04-28,24
post_policy,B01209812,post_policy__B01209812-I1,2025-04-22,6
post_policy,B01210082,post_policy__B01210082-I1,2025-05-13,6
post_policy,B01213419,post_policy__B01213419-I1,2025-05-02,14
post_policy,B01214702,post_policy__B01214702-I1,2025-04-24,17
post_policy,B01215534,post_policy__B01215534-I1,2025-08-01,12
post_policy,B01216521,post_policy__B01216521-I1,2025-07-31,40
post_policy,B01217769,post_policy__B01217769-I1,2025-05-01,10
post_policy,B01218835,post_policy__B01218835-I1,2025-05-02,24
post_policy,B01376157,post_policy__B01219952-I1,2026-05-05,9
post_policy,B01219952,post_policy__B01219952-I1,2025-05-21,6
post_policy,B01220888,post_policy__B01220888-I1,2025-07-10,17
post_policy,B01222238,post_policy__B01222238-I1,2025-08-14,17
post_policy,B01225073,post_policy__B01225073-I1,2025-08-06,122
post_policy,B01225389,post_policy__B01225389-I1,2025-08-08,30
post_policy,B01225438,post_policy__B01225438-I1,2025-06-11,14
post_policy,B01225983,post_policy__B01225983-I1,2025-05-23,99
post_policy,B01241582,post_policy__B01225983-I1,2025-06-19,99
post_policy,B01227440,post_policy__B01227440-I1,2025-05-26,28
post_policy,B01227844,post_policy__B01227844-I1,2025-06-09,10
post_policy,B01228897,post_policy__B01228897-I1,2025-07-30,10
post_policy,B01229088,post_policy__B01229088-I1,2025-12-05,50
post_policy,B01229668,post_policy__B01229668-I1,2025-06-03,6
post_policy,B01229848,post_policy__B01229848-I1,2025-05-27,8
post_policy,B01232724,post_policy__B01232724-I1,2025-06-16,10
post_policy,B01232767,post_policy__B01232767-I1,2025-07-07,17
post_policy,B01233603,post_policy__B01233603-I1,2025-06-05,17
post_policy,B01234480,post_policy__B01234480-I1,2025-07-11,50
post_policy,B01236312,post_policy__B01236312-I1,2025-06-06,8
post_policy,B01237574,post_policy__B01237574-I1,2025-08-15,8
post_policy,B01238121,post_policy__B01238121-I1,2025-06-18,44
post_policy,B01295435,post_policy__B01238590-I1,2025-06-19,23
post_policy,B01239985,post_policy__B01239985-I1,2025-06-25,11
post_policy,B01245122,post_policy__B01245122-I1,2025-12-24,20
post_policy,B01245472,post_policy__B01245472-I1,2025-08-01,13
post_policy,B01246023,post_policy__B01246023-I1,2025-06-27,99
post_policy,B01246098,post_policy__B01246098-I1,2025-06-30,51
post_policy,B01248951,post_policy__B01248951-I1,2025-08-15,35
post_policy,B01249173,post_policy__B01249173-I1,2025-07-15,99
post_policy,B01249210,post_policy__B01249210-I1,2025-07-02,37
post_policy,B01249710,post_policy__B01249710-I1,2026-01-13,99
post_policy,B01251027,post_policy__B01251027-I1,2025-07-08,26
post_policy,B01251221,post_policy__B01251221-I1,2025-08-01,20
post_policy,B01251974,post_policy__B01251974-I1,2026-03-27,10
post_policy,B01252041,post_policy__B01252041-I1,2025-07-14,74
post_policy,B01252682,post_policy__B01252682-I1,2025-07-15,29
post_policy,B01253556,post_policy__B01253556-I1,2025-07-22,53
post_policy,B01253690,post_policy__B01253690-I1,2025-09-15,6
post_policy,B01254233,post_policy__B01254233-I1,2025-07-23,23
post_policy,B01254252,post_policy__B01254252-I1,2025-07-11,6
post_policy,B01255387,post_policy__B01255387-I1,2025-08-07,99
post_policy,B01255657,post_policy__B01255657-I1,2025-08-27,18
post_policy,B01255973,post_policy__B01255973-I1,2025-07-17,12
post_policy,B01256001,post_policy__B01256001-I1,2025-07-17,12
post_policy,B01256572,post_policy__B01256572-I1,2025-07-21,99
post_policy,B01261070,post_policy__B01256572-I1,2025-07-24,99
post_policy,B01256977,post_policy__B01256977-I1,2025-08-15,12
post_policy,B01257530,post_policy__B01257530-I1,2025-09-22,11
post_policy,B01257744,post_policy__B01257744-I1,2025-07-22,21
post_policy,B01259800,post_policy__B01259800-I1,2025-07-25,27
post_policy,B01261078,post_policy__B01261078-I1,2025-07-28,17
post_policy,B01261700,post_policy__B01261700-I1,2025-12-19,28
post_policy,B01263086,post_policy__B01263086-I1,2025-08-05,8
post_policy,B01263191,post_policy__B01263191-I1,2025-07-31,7
post_policy,B01263817,post_policy__B01263817-I1,2026-01-20,16
post_policy,B01263961,post_policy__B01263961-I1,2025-08-12,15
post_policy,B01264375,post_policy__B01264375-I1,2025-10-20,47
post_policy,B01264512,post_policy__B01264512-I1,2025-08-28,25
post_policy,B01265876,post_policy__B01265876-I1,2026-01-12,6
post_policy,B01266301,post_policy__B01266301-I1,2025-08-07,25
post_policy,B01266991,post_policy__B01266991-I1,2025-08-22,15
post_policy,B01267863,post_policy__B01267863-I1,2025-09-05,13
post_policy,B01267961,post_policy__B01267961-I1,2025-08-11,12
post_policy,B01268141,post_policy__B01268141-I1,2025-08-22,14
post_policy,B01268437,post_policy__B01268437-I1,2025-09-02,99
post_policy,B01287567,post_policy__B01268437-I1,2025-09-15,99
post_policy,B01268544,post_policy__B01268544-I1,2025-08-14,99
post_policy,B01269810,post_policy__B01269810-I1,2025-08-27,38
post_policy,B01270785,post_policy__B01270785-I1,2025-09-29,7
post_policy,B01271705,post_policy__B01271705-I1,2025-08-19,97
post_policy,B01271979,post_policy__B01271979-I1,2025-09-02,187
post_policy,B01273633,post_policy__B01273633-I1,2025-09-17,8
post_policy,B01274077,post_policy__B01274077-I1,2025-09-27,12
post_policy,B01274111,post_policy__B01274111-I1,2025-08-22,16
post_policy,B01274779,post_policy__B01274779-I1,2025-09-01,6
post_policy,B01274924,post_policy__B01274924-I1,2025-08-25,35
post_policy,B01276224,post_policy__B01276224-I1,2025-12-19,158
post_policy,B01276343,post_policy__B01276343-I1,2025-08-27,14
post_policy,B01276949,post_policy__B01276949-I1,2025-09-01,6
post_policy,B01277514,post_policy__B01277514-I1,2025-09-15,6
post_policy,B01278364,post_policy__B01278364-I1,2025-09-18,86
post_policy,B01278368,post_policy__B01278364-I1,2025-09-18,39
post_policy,B01278555,post_policy__B01278555-I1,2025-09-18,123
post_policy,B01278989,post_policy__B01278989-I1,2025-08-29,22
post_policy,B01279497,post_policy__B01279497-I1,2025-09-30,19
post_policy,B01280057,post_policy__B01280057-I1,2025-09-10,23
post_policy,B01280400,post_policy__B01280400-I1,2025-09-17,68
post_policy,B01282705,post_policy__B01282705-I1,2025-09-29,27
post_policy,B01282774,post_policy__B01282774-I1,2025-09-12,6
post_policy,B01283545,post_policy__B01283545-I1,2025-09-16,55
post_policy,B01284658,post_policy__B01284658-I1,2025-10-23,22
post_policy,B01285363,post_policy__B01285363-I1,2025-10-21,23
post_policy,B01286523,post_policy__B01286523-I1,2025-09-24,13
post_policy,B01287171,post_policy__B01287171-I1,2025-10-07,18
post_policy,B01288782,post_policy__B01288782-I1,2025-09-22,10
post_policy,B01288936,post_policy__B01288936-I1,2025-09-24,14
post_policy,B01290362,post_policy__B01290362-I1,2025-09-30,33
post_policy,B01290649,post_policy__B01290649-I1,2025-11-20,244
post_policy,B01292122,post_policy__B01292122-I1,2025-10-09,13
post_policy,B01292860,post_policy__B01292860-I1,2025-09-30,21
post_policy,B01293368,post_policy__B01293368-I1,2025-10-29,29
post_policy,B01293782,post_policy__B01293782-I1,2025-10-16,8
post_policy,B01294089,post_policy__B01294089-I1,2025-10-10,12
post_policy,B01295381,post_policy__B01295381-I1,2025-12-31,49
post_policy,B01295651,post_policy__B01295651-I1,2025-11-04,10
post_policy,B01295753,post_policy__B01295753-I1,2025-10-06,35
post_policy,B01296606,post_policy__B01296606-I1,2026-02-03,17
post_policy,B01297506,post_policy__B01297506-I1,2026-01-28,10
post_policy,B01297622,post_policy__B01297622-I1,2025-10-06,99
post_policy,B01333932,post_policy__B01297622-I1,2025-12-16,99
post_policy,B01297629,post_policy__B01297629-I1,2025-10-06,85
post_policy,B01297781,post_policy__B01297781-I1,2026-03-28,11
post_policy,B01297948,post_policy__B01297948-I1,2025-11-04,50
post_policy,B01299926,post_policy__B01299926-I1,2025-12-10,40
post_policy,B01299947,post_policy__B01299947-I1,2025-12-10,80
post_policy,B01299955,post_policy__B01299955-I1,2025-12-10,40
post_policy,B01299958,post_policy__B01299958-I1,2025-12-10,80
post_policy,B01299964,post_policy__B01299964-I1,2025-12-10,80
post_policy,B01299980,post_policy__B01299980-I1,2025-12-10,40
post_policy,B01301055,post_policy__B01301055-I1,2025-10-15,8
post_policy,B01304513,post_policy__B01304513-I1,2025-10-27,8
post_policy,B01305637,post_policy__B01305637-I1,2025-10-31,65
post_policy,B01305673,post_policy__B01305637-I1,2025-10-31,65
post_policy,B01307174,post_policy__B01307174-I1,2025-10-22,10
post_policy,B01308806,post_policy__B01308806-I1,2025-11-03,26
post_policy,B01309948,post_policy__B01309948-I1,2025-12-12,21
post_policy,B01310062,post_policy__B01310062-I1,2025-11-18,8
post_policy,B01312241,post_policy__B01312241-I1,2025-11-24,17
post_policy,B01313117,post_policy__B01312761-I1,2025-11-12,792
post_policy,B01312761,post_policy__B01312761-I1,2025-11-07,268
post_policy,B01313756,post_policy__B01313756-I1,2025-11-13,29
post_policy,B01314291,post_policy__B01314291-I1,2025-11-10,6
post_policy,B01315432,post_policy__B01315432-I1,2026-01-22,85
post_policy,B01316595,post_policy__B01316595-I1,2025-12-04,99
post_policy,B01316678,post_policy__B01316595-I1,2025-12-04,99
post_policy,B01317227,post_policy__B01316595-I1,2025-12-04,99
post_policy,B01339675,post_policy__B01316595-I1,2025-12-30,99
post_policy,B01316713,post_policy__B01316713-I1,2025-11-26,39
post_policy,B01317812,post_policy__B01317812-I1,2026-02-11,14
post_policy,B01318629,post_policy__B01318629-I1,2025-12-12,402
post_policy,B01320755,post_policy__B01320755-I1,2025-12-11,10
post_policy,B01320823,post_policy__B01320823-I1,2025-11-20,99
post_policy,B01320883,post_policy__B01320883-I1,2025-11-24,29
post_policy,B01320997,post_policy__B01320997-I1,2025-12-16,51
post_policy,B01322526,post_policy__B01322526-I1,2026-03-31,55
post_policy,B01323239,post_policy__B01323239-I1,2026-02-13,9
post_policy,B01325256,post_policy__B01325256-I1,2025-12-31,26
post_policy,B01325937,post_policy__B01325937-I1,2025-12-17,259
post_policy,B01325938,post_policy__B01325938-I1,2026-01-08,117
post_policy,B01326334,post_policy__B01326334-I1,2025-12-05,8
post_policy,B01326503,post_policy__B01326503-I1,2025-12-12,6
post_policy,B01327122,post_policy__B01327122-I1,2025-12-19,153
post_policy,B01327155,post_policy__B01327155-I1,2025-12-19,84
post_policy,B01327164,post_policy__B01327164-I1,2025-12-19,60
post_policy,B01327363,post_policy__B01327363-I1,2025-12-11,99
post_policy,B01327466,post_policy__B01327466-I1,2025-12-08,21
post_policy,B01327545,post_policy__B01327545-I1,2026-01-13,22
post_policy,B01328056,post_policy__B01328056-I1,2026-02-03,99
post_policy,B01328084,post_policy__B01328084-I1,2025-12-10,6
post_policy,B01328207,post_policy__B01328207-I1,2025-12-05,6
post_policy,B01328396,post_policy__B01328396-I1,2026-03-27,25
post_policy,B01328440,post_policy__B01328440-I1,2025-12-04,86
post_policy,B01328447,post_policy__B01328440-I1,2025-12-04,28
post_policy,B01329460,post_policy__B01329460-I1,2025-12-23,9
post_policy,B01329666,post_policy__B01329666-I1,2025-12-18,17
post_policy,B01330190,post_policy__B01330190-I1,2025-12-30,141
post_policy,B01330433,post_policy__B01330433-I1,2026-01-15,8
post_policy,B01331029,post_policy__B01331029-I1,2025-12-30,34
post_policy,B01331189,post_policy__B01331189-I1,2025-12-18,53
post_policy,B01332121,post_policy__B01332121-I1,2026-03-25,327
post_policy,B01332608,post_policy__B01332608-I1,2026-01-05,59
post_policy,B01334385,post_policy__B01334385-I1,2025-12-22,27
post_policy,B01335005,post_policy__B01335005-I1,2026-02-05,21
post_policy,B01335160,post_policy__B01335160-I1,2025-12-19,12
post_policy,B01336182,post_policy__B01336182-I1,2025-12-24,10
post_policy,B01336599,post_policy__B01336599-I1,2025-12-24,18
post_policy,B01337345,post_policy__B01337345-I1,2026-02-24,302
post_policy,B01339846,post_policy__B01339846-I1,2026-01-09,22
post_policy,B01339874,post_policy__B01339874-I1,2026-01-08,70
post_policy,B01340191,post_policy__B01340191-I1,2026-03-10,6
post_policy,B01340730,post_policy__B01340730-I1,2026-03-27,48
post_policy,B01340930,post_policy__B01340930-I1,2026-01-01,8
post_policy,B01341355,post_policy__B01341355-I1,2026-01-01,80
post_policy,B01341540,post_policy__B01341540-I1,2026-01-14,18
post_policy,B01341650,post_policy__B01341650-I1,2026-01-06,7
post_policy,B01342166,post_policy__B01342166-I1,2026-01-28,11
post_policy,B01342709,post_policy__B01342709-I1,2026-02-26,95
post_policy,B01347372,post_policy__B01347372-I1,2026-01-29,8
post_policy,B01347462,post_policy__B01347462-I1,2026-02-02,40
post_policy,B01348174,post_policy__B01348174-I1,2026-01-27,77
post_policy,B01348178,post_policy__B01348178-I1,2026-01-26,16
post_policy,B01348242,post_policy__B01348242-I1,2026-01-21,94
post_policy,B01348392,post_policy__B01348392-I1,2026-01-23,73
post_policy,B01348890,post_policy__B01348890-I1,2026-03-31,99
post_policy,B01348893,post_policy__B01348890-I1,2026-03-31,98
post_policy,B01349019,post_policy__B01349019-I1,2026-01-22,10
post_policy,B01375085,post_policy__B01349019-I1,2026-03-25,10
post_policy,B01349788,post_policy__B01349788-I1,2026-01-23,55
post_policy,B01350174,post_policy__B01350174-I1,2026-03-19,95
post_policy,B01350177,post_policy__B01350174-I1,2026-03-19,95
post_policy,B01372886,post_policy__B01350174-I1,2026-03-19,90
post_policy,B01350570,post_policy__B01350570-I1,2026-02-17,99
post_policy,B01350955,post_policy__B01350955-I1,2026-03-05,20
post_policy,B01352178,post_policy__B01352178-I1,2026-05-20,165
post_policy,B01352508,post_policy__B01352508-I1,2026-02-11,10
post_policy,B01352664,post_policy__B01352664-I1,2026-02-11,29
post_policy,B01352714,post_policy__B01352714-I1,2026-01-30,78
post_policy,B01353092,post_policy__B01353092-I1,2026-04-09,22
post_policy,B01354779,post_policy__B01354779-I1,2026-03-18,63
post_policy,B01356232,post_policy__B01356232-I1,2026-02-06,34
post_policy,B01357632,post_policy__B01357632-I1,2026-02-10,56
post_policy,B01358059,post_policy__B01358059-I1,2026-03-05,14
post_policy,B01358487,post_policy__B01358487-I1,2026-02-19,45
post_policy,B01358527,post_policy__B01358527-I1,2026-02-20,69
post_policy,B01359723,post_policy__B01359723-I1,2026-02-17,6
post_policy,B01360530,post_policy__B01360530-I1,2026-03-03,45
post_policy,B01361090,post_policy__B01361090-I1,2026-02-19,31
post_policy,B01362967,post_policy__B01362967-I1,2026-03-09,70
post_policy,B01363074,post_policy__B01363074-I1,2026-03-10,8
post_policy,B01363430,post_policy__B01363430-I1,2026-03-04,42
post_policy,B01364772,post_policy__B01364772-I1,2026-03-05,36
post_policy,B01365066,post_policy__B01365066-I1,2026-03-05,27
post_policy,B01365225,post_policy__B01365225-I1,2026-03-17,10
post_policy,B01366205,post_policy__B01366205-I1,2026-03-06,12
post_policy,B01367549,post_policy__B01367549-I1,2026-03-24,34
post_policy,B01367848,post_policy__B01367848-I1,2026-05-20,65
post_policy,B01367960,post_policy__B01367960-I1,2026-05-01,10
post_policy,B01368061,post_policy__B01368061-I1,2026-03-13,11
post_policy,B01370571,post_policy__B01370571-I1,2026-03-12,20
post_policy,B01370830,post_policy__B01370830-I1,2026-03-23,14
post_policy,B01371177,post_policy__B01371177-I1,2026-04-07,18
post_policy,B01373413,post_policy__B01373413-I1,2026-03-23,71
