file,url,retrieved,sha256,bytes
acris_master_round3.json,https://data.cityofnewyork.us/resource/bnx9-e6tj.json?%24where=document_id+like+%222025072500111%25%22+OR+document_id+like+%222025090500755%25%22+OR+document_id+like+%222025100100521%25%22+OR+document_id+like+%222025102001186%25%22+OR+document_id+like+%222025112401199%25%22+OR+document_id+like+%222025121500556%25%22+OR+document_id+like+%222025121600440%25%22+OR+document_id+like+%222025121900383%25%22+OR+document_id+like+%222026010500213%25%22+OR+document_id+like+%222026010600961%25%22+OR+document_id+like+%222026021900884%25%22+OR+document_id+like+%222026030200076%25%22+OR+document_id+like+%222026031600174%25%22+OR+document_id+like+%222026032600651%25%22+OR+document_id+like+%222026042300364%25%22+OR+document_id+like+%222026060300664%25%22+OR+document_id+like+%222026061900410%25%22+OR+document_id+like+%222026062300902%25%22+OR+document_id+like+%222026062500360%25%22+OR+document_id+like+%222026070700689%25%22+OR+document_id+like+%222026071700462%25%22&%24order=document_id&%24limit=1000,2026-09-16,4fd47c07ea9f27f46ec5f5a91041154d10ca34746ce9cb9e6f5f66ba2c2e1d2d,21203
acris_parties_round3.json,https://data.cityofnewyork.us/resource/636b-3b5g.json?%24where=document_id+like+%222025072500111%25%22+OR+document_id+like+%222025090500755%25%22+OR+document_id+like+%222025100100521%25%22+OR+document_id+like+%222025102001186%25%22+OR+document_id+like+%222025112401199%25%22+OR+document_id+like+%222025121500556%25%22+OR+document_id+like+%222025121600440%25%22+OR+document_id+like+%222025121900383%25%22+OR+document_id+like+%222026010500213%25%22+OR+document_id+like+%222026010600961%25%22+OR+document_id+like+%222026021900884%25%22+OR+document_id+like+%222026030200076%25%22+OR+document_id+like+%222026031600174%25%22+OR+document_id+like+%222026032600651%25%22+OR+document_id+like+%222026042300364%25%22+OR+document_id+like+%222026060300664%25%22+OR+document_id+like+%222026061900410%25%22+OR+document_id+like+%222026062300902%25%22+OR+document_id+like+%222026062500360%25%22+OR+document_id+like+%222026070700689%25%22+OR+document_id+like+%222026071700462%25%22&%24order=document_id%2Cparty_type&%24limit=2000,2026-09-16,fca0b466e22d7b3abfcd5a6fb6edf3c2ba448d35f7c30a374cd39d8ce0c63939,29888
dob_now_all_round3.json,https://data.cityofnewyork.us/resource/w9ak-ipjd.json?%24where=job_filing_number+like+%22B01206874%25%22+OR+job_filing_number+like+%22B01225983%25%22+OR+job_filing_number+like+%22B01241582%25%22+OR+job_filing_number+like+%22B01320823%25%22&%24order=job_filing_number&%24limit=1000,2026-09-16,b4c749f9d3b142b110ff351b9987064b9013becd9daa31df21115936f50ac850,162430
dob_now_b01446699_round3.json,https://data.cityofnewyork.us/resource/w9ak-ipjd.json?%24where=job_filing_number+like+%22B01446699%25%22&%24order=job_filing_number&%24limit=100,2026-09-16,131f4e0e63a8d915ea975a3b27dca727e031b04bed93b0d4355aaf3de12b5f51,7674
dobnow_portal_access_denied_round3.html,https://a810-dobnow.nyc.gov/publish/Index.html#!/,2026-09-16,c0488d160b899557265e680fc5d5ebc493a381bd914f6d897ad54b1424f574cb,401
mappluto_current_3023150133.json,"https://data.cityofnewyork.us/resource/64uk-42ks.json?$select=bbl,borough,block,lot,address,lotarea,lotfront,lotdepth&$where=bbl=3023150133&$limit=10",2026-09-16,96e44cca979ab9c8aa14e9284b4917554f0b969930244d4e0ad076bce8ed1f28,74
dof_pts_3023150133_2027.html,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?mode=asmt_fin_2027&UseSearch=no&jur=65&taxyr=2027&LMparent=20&pin=3023150133,2026-09-16,4a2e35237be5a8f1856747cd353431b34373883422ed8fa427b50e8c70434263,54561
acris_legals_large_brooklyn_round4.json,"https://data.cityofnewyork.us/resource/8h5j-fqxa.json?$where=borough=3%20AND%20((block=2567%20AND%20lot%20in%20(1,10))%20OR%20(block=4602%20AND%20lot%20in%20(3,5)))%20AND%20document_id%20%3E=%20%222024010100000000%22&$order=document_id,block,lot&$limit=1000",2026-09-16,143dcd719e677b9e9e633f07b6cb89a4921ba4f7e757cefc4edc596e9ffd5e56,24731
acris_master_large_brooklyn_round4.json,https://data.cityofnewyork.us/resource/bnx9-e6tj.json?$where=document_id%20like%20%222026070900638%25%22%20OR%20document_id%20like%20%222025082600703%25%22%20OR%20document_id%20like%20%222024080500318%25%22%20OR%20document_id%20like%20%222024081200673%25%22&$order=document_id&$limit=500,2026-09-16,c0acf3f2b53476693924f8377d6063e4ecc2a96244e5a94d37cddbc125ef3613,8707
dob_now_large_brooklyn_round4.json,https://data.cityofnewyork.us/resource/w9ak-ipjd.json?$where=job_filing_number%20like%20%22B01312761%25%22%20OR%20job_filing_number%20like%20%22B01318629%25%22&$order=job_filing_number&$limit=1000,2026-09-16,811e7b49753a48f57a557ad6606771c49444af8ad550880e99d0be23f1652cf3,51192
dob_legacy_co_charles_broadway_round5.json,"https://data.cityofnewyork.us/resource/bs8b-p36w.json?$where=job_number%20in%20(%22321590541%22,%22320911233%22)%20OR%20bin_number%20in%20(%223428696%22,%223063559%22)&$order=job_number,c_o_issue_date&$limit=1000",2026-09-16,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,3
dob_now_co_charles_broadway_round5.json,"https://data.cityofnewyork.us/resource/pkdm-hqz6.json?$where=bin%20in%20(%223428696%22,%223063559%22)%20OR%20job_filing_name%20like%20%22B01320823%25%22%20OR%20job_filing_name%20like%20%22B01327363%25%22&$limit=1000",2026-09-16,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,3
dob_permits_legacy_charles_broadway_round5.json,"https://data.cityofnewyork.us/resource/ipu4-2q9a.json?$where=job__%20in%20(%22321590541%22,%22320911233%22)&$order=job__,issuance_date,job_doc___&$limit=5000",2026-09-16,6e174a3e946a40f8b5a98dffa55886e5bf90e6db12efb6e2b5046c2e77f7ade3,47491
